ID,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,REG_ADDRESS_PROVINCE,FACT_ADDRESS_PROVINCE,POSTAL_ADDRESS_PROVINCE,FL_PRESENCE_FL,OWN_AUTO
106810275,34,1,Среднее специальное,Состою в браке,2,2,1,0,Курская область,Курская область,Курская область,0,0
106815621,25,0,Среднее,Состою в браке,1,1,1,0,Марийская республика,Марийская республика,Марийская республика,0,1
106810177,46,1,Среднее,Состою в браке,2,0,1,0,Вологодская область,Вологодская область,Вологодская область,0,0
106817277,31,1,Среднее,Не состоял в браке,1,1,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,0
106818242,39,1,Среднее,Состою в браке,2,2,1,0,Воронежская область,Воронежская область,Воронежская область,0,0
106813812,56,0,Среднее,Состою в браке,0,0,0,1,Краснодарский край,Краснодарский край,Краснодарский край,0,0
106814566,31,0,Среднее,Состою в браке,0,0,1,0,Приморский край,Приморский край,Приморский край,1,0
106804651,61,1,Среднее специальное,Вдовец/Вдова,0,0,0,1,Ярославская область,Ярославская область,Ярославская область,0,0
106817155,57,0,Среднее специальное,Состою в браке,0,0,1,0,Тверская область,Тверская область,Тверская область,0,0
106812948,59,1,Среднее,Вдовец/Вдова,0,0,1,1,Свердловская область,Свердловская область,Свердловская область,0,0
106817214,59,1,Среднее,Вдовец/Вдова,4,0,0,1,Белгородская область,Белгородская область,Белгородская область,1,0
106815691,30,1,Высшее,Состою в браке,1,1,1,0,Удмуртия,Удмуртия,Удмуртия,0,0
106817048,38,0,Среднее специальное,Состою в браке,0,0,1,0,Тверская область,Тверская область,Тверская область,0,0
106813366,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,Иркутская область,Иркутская область,Иркутская область,1,0
106809766,32,0,Среднее специальное,Состою в браке,2,2,1,0,Омская область,Омская область,Омская область,0,0
106813479,26,1,Высшее,Состою в браке,1,1,1,0,Курская область,Курская область,Курская область,0,0
106807684,38,1,Среднее специальное,Состою в браке,2,2,1,0,Алтайский край,Алтайский край,Алтайский край,0,0
106820347,22,0,Высшее,Не состоял в браке,0,0,1,0,Брянская область,Москва,Москва,1,0
106805524,51,1,Среднее,Состою в браке,0,0,1,0,Нижегородская область,Нижегородская область,Нижегородская область,0,0
106810668,51,0,Высшее,Состою в браке,0,0,1,0,Тульская область,Тульская область,Тульская область,1,0
106816054,39,1,Среднее,Состою в браке,2,1,1,0,Костромская область,Костромская область,Костромская область,0,0
106813971,30,0,Среднее,Состою в браке,2,2,1,0,Ивановская область,Ивановская область,Ивановская область,0,0
106820330,32,1,Среднее,Разведен(а),1,1,1,0,Томская область,Томская область,Томская область,1,0
106816944,31,0,Среднее специальное,Состою в браке,1,1,1,0,Псковская область,Псковская область,Псковская область,0,0
106814511,54,1,Высшее,Не состоял в браке,2,0,1,1,Коми,Коми,Коми,1,0
106813565,26,1,Высшее,Состою в браке,0,0,1,0,Иркутская область,Иркутская область,Иркутская область,0,0
106805943,50,1,Неполное среднее,Состою в браке,0,0,1,0,Тульская область,Тульская область,Тульская область,0,1
106816541,62,1,Среднее специальное,Разведен(а),0,0,0,1,Липецкая область,Липецкая область,Липецкая область,0,0
106805145,53,1,Среднее специальное,Состою в браке,2,1,1,0,Ярославская область,Ярославская область,Ярославская область,1,0
106811611,24,0,Высшее,Не состоял в браке,0,0,1,0,Москва,Москва,Москва,1,0
106809374,24,1,Неоконченное высшее,Состою в браке,1,1,1,0,Башкирия,Башкирия,Башкирия,0,0
106813337,25,1,Среднее специальное,Состою в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,0,0
106810793,27,1,Высшее,Не состоял в браке,0,0,1,0,Калужская область,Калужская область,Калужская область,1,0
106812908,35,1,Высшее,Состою в браке,1,1,1,0,Владимирская область,Владимирская область,Владимирская область,0,0
106818193,35,1,Высшее,Состою в браке,2,2,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0
106816805,54,1,Среднее специальное,Состою в браке,0,0,1,0,Тверская область,Тверская область,Тверская область,0,0
106810529,30,0,Среднее специальное,Состою в браке,1,1,1,0,Ханты-Мансийский АО,Ханты-Мансийский АО,Ханты-Мансийский АО,0,0
106805401,29,1,Высшее,Состою в браке,1,1,1,0,Мордовская республика,Мордовская республика,Мордовская республика,0,0
106812810,44,0,Среднее специальное,Состою в браке,1,1,1,0,Курская область,Курская область,Курская область,0,0
106819442,57,1,Среднее специальное,Состою в браке,1,0,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,0
106805345,61,1,Высшее,Не состоял в браке,0,0,0,1,Краснодарский край,Краснодарский край,Краснодарский край,0,0
106814830,37,1,Высшее,Состою в браке,1,0,1,0,Архангельская область,Архангельская область,Архангельская область,1,0
106809715,24,0,Среднее специальное,Не состоял в браке,0,0,1,0,Ханты-Мансийский АО,Ханты-Мансийский АО,Ханты-Мансийский АО,1,0
106812237,35,0,Высшее,Состою в браке,0,0,1,0,Северная Осетия,Северная Осетия,Северная Осетия,1,0
106813666,43,1,Среднее,Не состоял в браке,0,0,1,0,Тюменская область,Тюменская область,Тюменская область,1,0
106818564,27,0,Среднее,Состою в браке,0,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0
106814115,30,0,Высшее,Не состоял в браке,0,0,1,0,Кировская область,Кировская область,Кировская область,1,0
106810557,56,1,Среднее специальное,Вдовец/Вдова,1,0,0,1,Тульская область,Тульская область,Тульская область,0,0
106814526,22,1,Высшее,Не состоял в браке,0,0,1,0,Мордовская республика,Мордовская республика,Мордовская республика,0,0
106815170,61,0,Среднее,Состою в браке,2,0,1,1,Смоленская область,Смоленская область,Смоленская область,1,0
106804539,48,0,Высшее,Состою в браке,1,1,1,0,Ивановская область,Ивановская область,Ивановская область,0,1
106811379,33,1,Среднее,Состою в браке,2,2,1,0,Челябинская область,Челябинская область,Челябинская область,1,1
106819553,31,0,Высшее,Состою в браке,1,1,1,0,Северная Осетия,Северная Осетия,Северная Осетия,0,0
106819229,40,0,Среднее,Состою в браке,1,1,1,0,Коми,Коми,Коми,0,1
106815193,50,0,Среднее,Состою в браке,0,0,1,0,Удмуртия,Удмуртия,Удмуртия,0,0
106813635,23,1,Среднее специальное,Состою в браке,1,1,1,0,Архангельская область,Архангельская область,Архангельская область,1,0
106815106,51,0,Среднее специальное,Состою в браке,3,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0
106819725,24,1,Среднее,Состою в браке,1,1,1,0,Тверская область,Тверская область,Тверская область,1,0
106806331,36,0,Среднее специальное,Состою в браке,0,0,1,0,Кировская область,Кировская область,Кировская область,1,0
106805774,55,1,Неоконченное высшее,Состою в браке,1,0,1,0,Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,0,0
106810376,46,1,Среднее специальное,Состою в браке,0,0,1,0,Северная Осетия,Северная Осетия,Северная Осетия,0,0
106806090,28,1,Среднее,Не состоял в браке,1,0,1,0,Красноярский край,Красноярский край,Красноярский край,1,0
106807971,26,0,Высшее,Не состоял в браке,0,0,1,0,Хабаровский край,Хабаровский край,Хабаровский край,1,0
106820329,65,0,Среднее специальное,Состою в браке,0,0,0,1,Саратовская область,Саратовская область,Саратовская область,0,0
106816209,26,1,Среднее,Не состоял в браке,1,1,1,0,Карелия,Карелия,Карелия,0,0
106813166,44,0,Среднее специальное,Не состоял в браке,0,0,1,0,Саратовская область,Саратовская область,Саратовская область,0,0
106817221,33,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Ставропольский край,Ставропольский край,Ставропольский край,0,0
106811728,35,0,Среднее специальное,Состою в браке,1,1,1,0,Башкирия,Башкирия,Башкирия,0,0
106819729,48,1,Высшее,Вдовец/Вдова,0,0,1,0,Хабаровский край,Хабаровский край,Хабаровский край,1,0
106812270,34,0,Среднее,Состою в браке,2,2,1,0,Белгородская область,Белгородская область,Белгородская область,0,0
106818637,23,1,Среднее,Не состоял в браке,0,0,1,0,Карелия,Карелия,Карелия,0,0
106814888,25,0,Среднее специальное,Не состоял в браке,1,1,1,0,Читинская область,Читинская область,Читинская область,0,0
106819667,26,1,Высшее,Не состоял в браке,0,0,1,0,Тульская область,Тульская область,Тульская область,1,0
106807672,47,1,Среднее,Состою в браке,1,1,1,0,Белгородская область,Белгородская область,Белгородская область,0,0
106808011,42,1,Среднее,Состою в браке,2,0,1,0,Ивановская область,Ивановская область,Ивановская область,1,0
106818955,47,1,Среднее,Не состоял в браке,2,0,1,0,Саратовская область,Саратовская область,Саратовская область,1,0
106814019,35,1,Среднее,Состою в браке,1,1,1,0,Белгородская область,Белгородская область,Белгородская область,0,0
106806813,31,0,Неоконченное высшее,Гражданский брак,1,1,1,0,Тульская область,Тульская область,Тульская область,0,1
106813020,38,0,Высшее,Состою в браке,3,3,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0
106805799,24,1,Среднее специальное,Не состоял в браке,0,0,1,0,Татарстан,Татарстан,Татарстан,0,0
106816183,24,1,Среднее специальное,Состою в браке,1,1,1,0,Читинская область,Читинская область,Читинская область,0,0
106817606,22,0,Среднее специальное,Состою в браке,0,0,1,0,Северная Осетия,Северная Осетия,Северная Осетия,0,0
106816600,48,0,Среднее специальное,Состою в браке,1,1,1,0,Мурманская область,Мурманская область,Мурманская область,0,1
106815788,44,1,Высшее,Не состоял в браке,2,2,1,0,Красноярский край,Красноярский край,Красноярский край,1,1
106816807,52,0,Высшее,Разведен(а),2,0,1,0,Карачаево-Черкесия,Карачаево-Черкесия,Карачаево-Черкесия,0,0
106819366,32,0,Неполное среднее,Состою в браке,1,1,1,0,Ставропольский край,Ставропольский край,Ставропольский край,0,1
106810048,53,1,Среднее специальное,Состою в браке,0,0,1,0,Ростовская область,Ростовская область,Ростовская область,1,0
106807317,38,1,Высшее,Состою в браке,2,2,1,0,Читинская область,Читинская область,Читинская область,1,0
106815820,22,0,Среднее специальное,Гражданский брак,0,0,1,0,Бурятия,Бурятия,Бурятия,0,0
106816712,26,1,Среднее,Не состоял в браке,0,0,1,0,Тверская область,Тверская область,Тверская область,1,0
106819334,28,1,Высшее,Не состоял в браке,1,1,1,0,Хабаровский край,Хабаровский край,Хабаровский край,0,0
106814926,36,1,Среднее,Состою в браке,2,2,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0
106818144,32,0,Высшее,Не состоял в браке,0,0,1,0,Камчатская область,Камчатская область,Камчатская область,0,0
106812689,41,1,Высшее,Состою в браке,2,2,1,0,Алтайский край,Алтайский край,Алтайский край,1,0
106804724,29,1,Среднее,Состою в браке,1,1,1,0,Камчатская область,Камчатская область,Камчатская область,0,0
106817399,53,1,Среднее специальное,Состою в браке,3,0,0,1,Оренбургская область,Оренбургская область,Оренбургская область,1,0
106808052,31,1,Среднее специальное,Состою в браке,2,1,1,0,Карачаево-Черкесия,Карачаево-Черкесия,Карачаево-Черкесия,0,0
106816216,45,0,Среднее специальное,Состою в браке,2,2,1,0,Кировская область,Кировская область,Кировская область,0,0
106819739,27,1,Среднее,Состою в браке,1,1,1,0,Мордовская республика,Мордовская республика,Мордовская республика,0,0
106812304,46,1,Среднее,Разведен(а),2,0,1,0,Пензенская область,Пензенская область,Пензенская область,0,0
106813353,26,1,Высшее,Не состоял в браке,0,0,1,0,Томская область,Томская область,Томская область,0,0
106812192,32,0,Среднее специальное,Состою в браке,2,2,1,0,Новосибирская область,Новосибирская область,Новосибирская область,0,0
106811075,34,0,Среднее,Состою в браке,2,2,1,0,Вологодская область,Вологодская область,Вологодская область,1,0
106819983,58,1,Среднее специальное,Вдовец/Вдова,0,0,1,1,Приморский край,Приморский край,Приморский край,1,0
106807915,37,1,Среднее специальное,Состою в браке,4,4,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,0
106812412,44,1,Высшее,Состою в браке,2,1,1,0,Ханты-Мансийский АО,Ханты-Мансийский АО,Ханты-Мансийский АО,0,0
106811242,27,0,Среднее специальное,Состою в браке,1,1,1,0,Иркутская область,Иркутская область,Иркутская область,0,0
106813600,23,1,Неоконченное высшее,Состою в браке,0,0,1,0,Калужская область,Калужская область,Калужская область,1,0
106817318,61,0,Среднее специальное,Состою в браке,3,0,0,1,Ульяновская область,Ульяновская область,Ульяновская область,0,0
106809874,29,0,Высшее,Состою в браке,1,1,1,0,Томская область,Томская область,Томская область,0,1
106817844,58,1,Среднее специальное,Не состоял в браке,0,0,1,0,Томская область,Томская область,Томская область,0,0
106816889,50,1,Среднее,Разведен(а),2,0,1,0,Бурятия,Бурятия,Бурятия,0,0
106804920,60,1,Среднее специальное,Вдовец/Вдова,0,0,0,1,Челябинская область,Челябинская область,Челябинская область,0,0
106808826,54,0,Среднее специальное,Состою в браке,1,0,1,0,Приморский край,Приморский край,Приморский край,0,1
106810510,21,0,Среднее,Не состоял в браке,0,0,1,0,Хабаровский край,Хабаровский край,Хабаровский край,0,0
106805922,38,0,Среднее специальное,Состою в браке,1,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0
106817140,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,Кировская область,Кировская область,Кировская область,0,0
106815596,52,1,Среднее,Состою в браке,2,0,1,0,Красноярский край,Красноярский край,Красноярский край,0,1
106819059,59,0,Высшее,Состою в браке,0,0,0,1,Самарская область,Самарская область,Самарская область,0,0
106819770,56,1,Высшее,Не состоял в браке,1,0,1,1,Якутия,Якутия,Якутия,0,0
106815086,59,0,Среднее,Состою в браке,0,0,0,1,Ростовская область,Ростовская область,Ростовская область,0,0
106810735,32,1,Среднее специальное,Состою в браке,1,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,1
106810417,57,1,Среднее специальное,Не состоял в браке,0,0,1,1,Архангельская область,Архангельская область,Архангельская область,0,0
106811026,29,1,Неоконченное высшее,Разведен(а),1,1,1,0,Астраханская область,Астраханская область,Астраханская область,0,0
106819224,41,0,Среднее специальное,Состою в браке,1,0,1,0,Сахалинская область,Сахалинская область,Сахалинская область,1,1
106814191,38,1,Среднее специальное,Состою в браке,1,1,1,0,Воронежская область,Воронежская область,Воронежская область,1,0
106820122,39,1,Высшее,Состою в браке,2,1,1,0,Белгородская область,Белгородская область,Белгородская область,0,0
106818571,31,0,Неоконченное высшее,Не состоял в браке,0,0,1,0,Карелия,Карелия,Карелия,1,0
106814619,51,0,Среднее,Состою в браке,0,1,1,0,Коми,Коми,Коми,1,1
106811866,30,0,Среднее специальное,Не состоял в браке,0,0,1,0,Новгородская область,Новгородская область,Новгородская область,0,1
106814230,59,1,Среднее,Состою в браке,0,0,0,1,Краснодарский край,Краснодарский край,Краснодарский край,0,0
106808481,35,0,Среднее специальное,Не состоял в браке,0,0,1,0,Новосибирская область,Новосибирская область,Новосибирская область,1,0
106819009,35,1,Среднее,Разведен(а),1,1,1,0,Саратовская область,Саратовская область,Саратовская область,0,0
106819428,54,1,Среднее специальное,Состою в браке,2,0,1,0,Горный Алтай,Горный Алтай,Горный Алтай,0,0
106814082,23,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Свердловская область,Свердловская область,Свердловская область,0,0
106814682,59,1,Среднее,Состою в браке,3,0,0,1,Чувашия,Чувашия,Чувашия,0,0
106817654,49,1,Среднее,Не состоял в браке,0,0,1,0,Мордовская республика,Мордовская республика,Мордовская республика,0,0
106817331,53,1,Среднее специальное,Состою в браке,2,0,1,1,Свердловская область,Свердловская область,Свердловская область,0,0
106807312,60,0,Среднее специальное,Состою в браке,0,0,1,1,Карелия,Карелия,Карелия,1,0
106806721,41,0,Неполное среднее,Состою в браке,1,1,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,1
106815288,26,1,Высшее,Состою в браке,1,1,1,0,Брянская область,Брянская область,Брянская область,0,0
106809778,34,1,Среднее специальное,Не состоял в браке,0,0,1,0,Оренбургская область,Оренбургская область,Оренбургская область,0,0
106811722,32,1,Среднее специальное,Состою в браке,1,1,1,0,Вологодская область,Вологодская область,Вологодская область,0,0
106806831,28,0,Среднее специальное,Не состоял в браке,0,0,1,0,Татарстан,Татарстан,Татарстан,0,0
106811010,44,1,Среднее специальное,Состою в браке,2,2,1,0,Башкирия,Башкирия,Башкирия,0,0
106818961,29,1,Высшее,Состою в браке,0,0,1,0,Читинская область,Читинская область,Читинская область,0,0
106812416,35,0,Высшее,Состою в браке,1,1,1,0,Владимирская область,Владимирская область,Владимирская область,0,0
106812713,36,0,Среднее,Состою в браке,2,2,1,0,Алтайский край,Алтайский край,Алтайский край,0,0
106814953,29,0,Неполное среднее,Состою в браке,0,0,1,0,Коми,Коми,Коми,0,0
106814847,31,1,Высшее,Состою в браке,1,1,1,0,Свердловская область,Свердловская область,Свердловская область,0,0
106816769,54,1,Высшее,Состою в браке,2,0,1,0,Ставропольский край,Ставропольский край,Ставропольский край,0,0
106820260,37,1,Высшее,Состою в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,1,0
106814268,37,1,Среднее специальное,Состою в браке,1,0,1,0,Воронежская область,Воронежская область,Воронежская область,0,0
106812404,44,1,Среднее,Разведен(а),1,1,1,0,Оренбургская область,Оренбургская область,Оренбургская область,1,0
106809297,42,1,Среднее специальное,Состою в браке,2,2,1,0,Читинская область,Читинская область,Читинская область,1,0
106809952,29,0,Высшее,Состою в браке,2,2,1,0,Астраханская область,Астраханская область,Астраханская область,0,0
106805789,36,1,Высшее,Состою в браке,2,2,1,0,Башкирия,Башкирия,Башкирия,1,0
106809594,36,1,Среднее специальное,Разведен(а),1,1,1,0,Тверская область,Тверская область,Тверская область,1,1
106804457,53,0,Среднее специальное,Состою в браке,2,0,1,0,Приморский край,Приморский край,Приморский край,0,1
106810579,31,0,Среднее специальное,Состою в браке,1,1,1,0,Саратовская область,Саратовская область,Саратовская область,1,0
106816779,50,1,Среднее специальное,Состою в браке,3,0,1,0,Воронежская область,Воронежская область,Воронежская область,0,0
106811710,49,1,Среднее специальное,Состою в браке,3,2,1,0,Ульяновская область,Ульяновская область,Ульяновская область,0,0
106805857,30,1,Среднее специальное,Состою в браке,2,2,1,0,Курская область,Курская область,Курская область,0,0
106806214,37,1,Среднее специальное,Состою в браке,1,1,1,0,Оренбургская область,Оренбургская область,Оренбургская область,1,0
106811224,47,0,Высшее,Состою в браке,0,0,1,0,Амурская область,Амурская область,Амурская область,1,0
106804867,26,0,Среднее специальное,Гражданский брак,1,1,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,0
106807152,55,1,Среднее,Вдовец/Вдова,2,0,1,0,Бурятия,Бурятия,Бурятия,1,0
106806323,55,1,Среднее,Не состоял в браке,2,0,1,0,Пермская область,Пермская область,Пермская область,1,0
106805133,33,1,Среднее специальное,Не состоял в браке,0,0,1,0,Чувашия,Чувашия,Чувашия,0,0
106809648,41,0,Высшее,Состою в браке,0,0,1,0,Самарская область,Самарская область,Самарская область,0,1
106818903,50,1,Среднее,Состою в браке,1,0,1,0,Приморский край,Приморский край,Приморский край,1,0
106813110,56,0,Среднее,Состою в браке,1,1,1,1,Мурманская область,Мурманская область,Мурманская область,1,0
106818159,28,0,Высшее,Состою в браке,0,0,1,0,Красноярский край,Красноярский край,Красноярский край,0,1
106814884,57,1,Среднее,Вдовец/Вдова,2,0,1,0,Вологодская область,Вологодская область,Вологодская область,0,0
106813208,29,0,Среднее,Состою в браке,0,0,1,0,Архангельская область,Архангельская область,Архангельская область,1,0
106812975,58,1,Среднее,Состою в браке,2,0,1,1,Кабардино-Балкария,Кабардино-Балкария,Кабардино-Балкария,0,0
106805933,29,0,Среднее специальное,Не состоял в браке,0,0,1,0,Якутия,Якутия,Якутия,0,1
106813035,28,1,Высшее,Состою в браке,2,2,1,0,Курская область,Курская область,Курская область,1,0
106805111,39,1,Среднее специальное,Состою в браке,3,3,1,0,Чувашия,Чувашия,Чувашия,0,0
106816356,63,1,Среднее,Разведен(а),2,0,0,1,Бурятия,Бурятия,Бурятия,0,0
106820363,39,0,Высшее,Состою в браке,2,2,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,1
106808256,29,1,Высшее,Состою в браке,1,1,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,0
106808069,51,1,Среднее специальное,Состою в браке,0,0,1,0,Хабаровский край,Хабаровский край,Хабаровский край,1,0
106807462,53,1,Высшее,Состою в браке,1,0,1,0,Горный Алтай,Горный Алтай,Горный Алтай,0,0
106806107,34,1,Среднее,Разведен(а),1,1,1,0,Мордовская республика,Мордовская республика,Мордовская республика,0,0
106818068,27,0,Высшее,Не состоял в браке,0,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,1
106814129,57,1,Высшее,Не состоял в браке,0,0,1,1,Приморский край,Приморский край,Приморский край,0,0
106819098,58,1,Среднее,Вдовец/Вдова,2,0,0,1,Ивановская область,Ивановская область,Ивановская область,0,0
106818028,41,0,Высшее,Состою в браке,1,1,1,0,Амурская область,Амурская область,Амурская область,0,0
106814555,48,1,Среднее специальное,Состою в браке,2,0,1,0,Курская область,Курская область,Курская область,0,0
106805851,32,1,Среднее специальное,Состою в браке,1,1,1,0,Хабаровский край,Хабаровский край,Хабаровский край,0,0
106806892,61,1,Среднее,Состою в браке,1,0,0,1,Ростовская область,Ростовская область,Ростовская область,0,0
106811373,43,1,Среднее специальное,Не состоял в браке,1,1,1,0,Челябинская область,Челябинская область,Челябинская область,1,0
106815717,35,0,Среднее,Гражданский брак,3,3,1,0,Кабардино-Балкария,Кабардино-Балкария,Кабардино-Балкария,0,1
106808721,38,1,Высшее,Не состоял в браке,1,1,1,0,Иркутская область,Иркутская область,Иркутская область,0,0
106807130,45,0,Среднее,Состою в браке,3,0,1,0,Челябинская область,Челябинская область,Челябинская область,1,1
106817496,59,1,Среднее специальное,Разведен(а),2,1,0,1,Краснодарский край,Краснодарский край,Краснодарский край,0,0
106818675,22,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Ханты-Мансийский АО,Ханты-Мансийский АО,Ханты-Мансийский АО,0,0
106814810,32,1,Среднее,Разведен(а),1,1,1,0,Смоленская область,Смоленская область,Смоленская область,1,0
106815398,59,1,Неполное среднее,Не состоял в браке,0,0,0,1,Рязанская область,Рязанская область,Рязанская область,1,0
106807502,58,1,Высшее,Разведен(а),0,0,1,1,Челябинская область,Челябинская область,Челябинская область,1,0
106819708,41,0,Высшее,Состою в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,1,1
106805309,26,0,Высшее,Не состоял в браке,0,0,1,0,Самарская область,Самарская область,Самарская область,0,0
106808668,45,0,Среднее специальное,Состою в браке,4,4,1,0,Башкирия,Башкирия,Башкирия,0,1
106812352,52,1,Среднее,Состою в браке,3,0,1,0,Ульяновская область,Ульяновская область,Ульяновская область,1,0
106818770,51,1,Высшее,Состою в браке,2,0,1,0,Тамбовская область,Тамбовская область,Тамбовская область,1,0
106809501,58,1,Среднее,Состою в браке,0,0,0,1,Горный Алтай,Горный Алтай,Горный Алтай,0,0
106812675,54,1,Среднее специальное,Вдовец/Вдова,1,0,1,0,Амурская область,Амурская область,Амурская область,0,0
106811034,23,0,Среднее специальное,Не состоял в браке,0,0,1,0,Карелия,Карелия,Карелия,0,1
106815287,38,0,Среднее,Состою в браке,1,1,1,0,Свердловская область,Свердловская область,Свердловская область,0,0
106804484,34,0,Среднее специальное,Состою в браке,2,2,1,0,Тверская область,Тверская область,Тверская область,0,0
106820084,45,1,Среднее,Состою в браке,1,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,1,0
106818127,54,1,Среднее специальное,Не состоял в браке,0,0,1,0,Хабаровский край,Хабаровский край,Хабаровский край,0,0
106807047,32,1,Неполное среднее,Состою в браке,1,1,1,0,Тверская область,Тверская область,Тверская область,0,0
106812660,34,0,Среднее специальное,Состою в браке,2,2,1,0,Самарская область,Самарская область,Самарская область,1,1
106804588,39,0,Среднее специальное,Состою в браке,2,2,1,0,Мурманская область,Мурманская область,Мурманская область,0,1
106813902,22,1,Среднее специальное,Состою в браке,2,2,1,0,Удмуртия,Удмуртия,Удмуртия,0,0
106813718,23,1,Высшее,Не состоял в браке,0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0
106805797,58,0,Высшее,Состою в браке,0,0,1,0,Амурская область,Амурская область,Амурская область,1,0
106819997,40,0,Среднее специальное,Состою в браке,0,0,1,0,Псковская область,Псковская область,Псковская область,0,1
106813634,30,1,Среднее,Разведен(а),1,1,1,0,Новосибирская область,Новосибирская область,Новосибирская область,0,1
106808864,30,0,Среднее специальное,Состою в браке,1,1,1,0,Бурятия,Бурятия,Бурятия,0,0
106817499,62,0,Среднее,Состою в браке,0,0,1,1,Калининградская область,Калининградская область,Калининградская область,0,0
106804381,26,0,Среднее специальное,Не состоял в браке,0,0,1,0,Хабаровский край,Хабаровский край,Хабаровский край,0,0
106813106,42,0,Среднее специальное,Состою в браке,0,0,1,0,Ярославская область,Ярославская область,Ярославская область,1,0
106805248,28,1,Среднее специальное,Не состоял в браке,0,0,1,0,Свердловская область,Свердловская область,Свердловская область,1,0
106807474,37,0,Среднее,Состою в браке,2,2,1,0,Архангельская область,Архангельская область,Архангельская область,0,0
106809490,55,0,Среднее,Состою в браке,1,0,1,0,Воронежская область,Воронежская область,Воронежская область,0,0
106807296,54,1,Среднее специальное,Разведен(а),0,0,0,1,Карелия,Карелия,Карелия,1,0
106812804,43,1,Среднее специальное,Состою в браке,1,0,1,0,Пензенская область,Пензенская область,Пензенская область,1,0
106806353,54,1,Среднее специальное,Состою в браке,3,1,1,0,Воронежская область,Воронежская область,Воронежская область,0,0
106816893,49,0,Среднее специальное,Состою в браке,2,1,1,0,Орловская область,Орловская область,Орловская область,0,0
106806261,42,0,Среднее специальное,Состою в браке,2,1,1,0,Самарская область,Самарская область,Самарская область,0,0
106818860,54,0,Среднее,Состою в браке,2,1,1,1,Кемеровская область,Кемеровская область,Кемеровская область,1,0
106806611,53,1,Среднее специальное,Не состоял в браке,2,0,1,1,Ростовская область,Ростовская область,Ростовская область,0,0
106810438,29,0,Высшее,Состою в браке,0,0,1,0,Омская область,Омская область,Омская область,0,1
106816948,27,0,Среднее,Не состоял в браке,0,0,1,0,Иркутская область,Иркутская область,Иркутская область,1,0
106816957,35,1,Высшее,Не состоял в браке,0,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0
106805551,27,0,Среднее специальное,Состою в браке,1,1,1,0,Тверская область,Тверская область,Тверская область,0,0
106816587,56,1,Среднее специальное,Состою в браке,2,0,1,0,Новгородская область,Новгородская область,Новгородская область,0,0
106805874,42,0,Высшее,Состою в браке,2,1,0,1,Самарская область,Самарская область,Самарская область,0,0
106809807,32,0,Среднее специальное,Состою в браке,1,1,1,0,Оренбургская область,Оренбургская область,Оренбургская область,1,1
106815380,59,0,Высшее,Состою в браке,0,0,1,1,Коми,Коми,Коми,1,1
106806839,62,0,Среднее специальное,Состою в браке,3,0,0,1,Чувашия,Чувашия,Чувашия,0,0
106818104,35,1,Среднее специальное,Состою в браке,0,0,1,0,Амурская область,Амурская область,Амурская область,1,0
106816197,58,1,Неполное среднее,Разведен(а),1,0,0,1,Чувашия,Чувашия,Чувашия,0,0
106807189,50,1,Среднее,Не состоял в браке,1,1,1,0,Татарстан,Татарстан,Татарстан,1,0
106819642,40,1,Высшее,Гражданский брак,2,1,1,0,Калмыкия,Калмыкия,Калмыкия,0,0
106807624,64,1,Среднее,Состою в браке,0,0,0,1,Амурская область,Амурская область,Амурская область,1,0
106805268,31,1,Среднее специальное,Состою в браке,2,2,1,0,Карелия,Карелия,Карелия,0,0
106805017,57,0,Среднее специальное,Состою в браке,0,0,1,0,Татарстан,Татарстан,Татарстан,0,0
106811248,34,0,Среднее специальное,Не состоял в браке,1,1,1,0,Свердловская область,Свердловская область,Свердловская область,0,0
