GEN_INDUSTRY,GEN_TITLE,JOB_DIR,WORK_TIME,ID_CLIENT
Транспорт,Руководитель среднего звена,Участие в основ. деятельности,180.0,106810281
Другие сферы,Рабочий,Участие в основ. деятельности,217.0,106810282
Информационные услуги,Специалист,Участие в основ. деятельности,96.0,106810283
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,106.0,106810284
Торговля,Специалист,Участие в основ. деятельности,6.0,106810285
Торговля,Работник сферы услуг,Участие в основ. деятельности,48.0,106810286
Торговля,Специалист,Участие в основ. деятельности,10.0,106810287
Торговля,Руководитель среднего звена,Участие в основ. деятельности,48.0,106810288
Образование,Высококвалифиц. специалист,Участие в основ. деятельности,36.0,106810289
Другие сферы,Специалист,Участие в основ. деятельности,60.0,106810290
Торговля,Руководитель среднего звена,"Бухгалтерия, финансы, планир.",84.0,106810291
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,18.0,106810292
Другие сферы,Рабочий,Адм-хоз. и трансп. службы,156.0,106810293
Здравоохранение,Специалист,Участие в основ. деятельности,180.0,106810294
Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,18.0,106810295
Торговля,Руководитель высшего звена,Участие в основ. деятельности,156.0,106810296
Металлургия/Промышленность/Машиностроение,Высококвалифиц. специалист,Участие в основ. деятельности,324.0,106810297
Государственная служба,Работник сферы услуг,Участие в основ. деятельности,96.0,106810298
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,12.0,106810299
,,,,106810300
,,,,106810301
Торговля,Рабочий,Участие в основ. деятельности,9.0,106810302
Торговля,Рабочий,Участие в основ. деятельности,6.0,106810303
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,17.0,106810304
Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,36.0,106810305
Государственная служба,Специалист,Участие в основ. деятельности,12.0,106810306
Государственная служба,Служащий,Участие в основ. деятельности,24.0,106810307
Государственная служба,Военнослужащий по контракту,Участие в основ. деятельности,14.0,106810308
Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,60.0,106810309
Государственная служба,Специалист,Участие в основ. деятельности,6.0,106810310
Государственная служба,Служащий,Участие в основ. деятельности,72.0,106810311
Другие сферы,Другое,Участие в основ. деятельности,36.0,106810312
Транспорт,Высококвалифиц. специалист,Участие в основ. деятельности,396.0,106810313
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,24.0,106810314
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,36.0,106810315
Другие сферы,Рабочий,Участие в основ. деятельности,108.0,106810316
Торговля,Специалист,Участие в основ. деятельности,36.0,106810317
Другие сферы,Специалист,Участие в основ. деятельности,16.0,106810318
Ресторанный бизнес/Общественное питание,Руководитель среднего звена,Участие в основ. деятельности,125.0,106810319
Транспорт,Высококвалифиц. специалист,Участие в основ. деятельности,75.0,106810320
Другие сферы,Служащий,Участие в основ. деятельности,6.0,106810321
Сельское хозяйство,Специалист,Участие в основ. деятельности,18.0,106810322
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,10.0,106810323
Другие сферы,Другое,Участие в основ. деятельности,120.0,106810324
Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,20.0,106810325
Государственная служба,Военнослужащий по контракту,Служба безопасности,36.0,106810326
Образование,Специалист,Участие в основ. деятельности,60.0,106810327
Торговля,Работник сферы услуг,Участие в основ. деятельности,12.0,106810328
Транспорт,Высококвалифиц. специалист,Участие в основ. деятельности,13.0,106810329
Торговля,Служащий,Участие в основ. деятельности,24.0,106810330
Государственная служба,Руководитель высшего звена,Участие в основ. деятельности,12.0,106810331
Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,36.0,106810332
Здравоохранение,Рабочий,Участие в основ. деятельности,144.0,106810333
Информационные услуги,Специалист,Участие в основ. деятельности,36.0,106810334
Здравоохранение,Рабочий,Вспомогательный техперсонал,4.0,106810335
Торговля,Специалист,Участие в основ. деятельности,13.0,106810336
Сельское хозяйство,Рабочий,Участие в основ. деятельности,36.0,106810337
Информационные технологии,Специалист,Участие в основ. деятельности,108.0,106810338
Другие сферы,Рабочий,Участие в основ. деятельности,6.0,106810339
Металлургия/Промышленность/Машиностроение,Служащий,Участие в основ. деятельности,96.0,106810340
Ресторанный бизнес/Общественное питание,Руководитель среднего звена,Участие в основ. деятельности,24.0,106810341
,,,,106810342
,,,,106810343
Металлургия/Промышленность/Машиностроение,Руководитель среднего звена,Участие в основ. деятельности,12.0,106810344
Энергетика,Специалист,Участие в основ. деятельности,48.0,106810345
Здравоохранение,Рабочий,Участие в основ. деятельности,168.0,106810346
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,300.0,106810347
,,,,106810348
Другие сферы,Специалист,Участие в основ. деятельности,240.0,106810349
,,,,106810350
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,24.0,106810351
Другие сферы,Другое,Участие в основ. деятельности,48.0,106810352
Образование,Специалист,Участие в основ. деятельности,300.0,106810353
Другие сферы,Рабочий,Вспомогательный техперсонал,24.0,106810354
Другие сферы,Рабочий,Участие в основ. деятельности,67.0,106810355
Ресторанный бизнес/Общественное питание,Работник сферы услуг,Участие в основ. деятельности,19.0,106810356
Химия/Парфюмерия/Фармацевтика,Рабочий,Вспомогательный техперсонал,84.0,106810357
Строительство,Специалист,Участие в основ. деятельности,12.0,106810358
Другие сферы,Специалист,Участие в основ. деятельности,10.0,106810359
Сельское хозяйство,Служащий,Участие в основ. деятельности,264.0,106810360
Нефтегазовая промышленность,Рабочий,Участие в основ. деятельности,120.0,106810361
Образование,Рабочий,Вспомогательный техперсонал,132.0,106810362
Торговля,Специалист,Участие в основ. деятельности,18.0,106810363
,,,,106810364
Торговля,Работник сферы услуг,Участие в основ. деятельности,6.0,106810365
Строительство,Специалист,Участие в основ. деятельности,7.0,106810366
,,,,106810367
Другие сферы,Специалист,Участие в основ. деятельности,24.0,106810368
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,14.0,106810369
Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,35.0,106810370
Строительство,Специалист,Участие в основ. деятельности,180.0,106810371
Здравоохранение,Руководитель среднего звена,Участие в основ. деятельности,19.0,106810372
,,,,106810373
Наука,Рабочий,Участие в основ. деятельности,144.0,106810374
Сельское хозяйство,Рабочий,Участие в основ. деятельности,60.0,106810375
Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,15.0,106810376
Торговля,Специалист,Участие в основ. деятельности,60.0,106810377
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,24.0,106810378
ЧОП/Детективная д-ть,Рабочий,Участие в основ. деятельности,60.0,106810379
Другие сферы,Руководитель высшего звена,Участие в основ. деятельности,48.0,106810380
Здравоохранение,Служащий,Участие в основ. деятельности,30.0,106810381
Образование,Руководитель среднего звена,Участие в основ. деятельности,132.0,106810382
Другие сферы,Рабочий,Участие в основ. деятельности,48.0,106810383
ЧОП/Детективная д-ть,Специалист,Участие в основ. деятельности,6.0,106810384
Государственная служба,Специалист,Участие в основ. деятельности,60.0,106810385
Другие сферы,Специалист,Участие в основ. деятельности,84.0,106810386
Строительство,Рабочий,Участие в основ. деятельности,72.0,106810387
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,15.0,106810388
Торговля,Работник сферы услуг,Участие в основ. деятельности,1.0,106810389
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,72.0,106810390
Торговля,Руководитель среднего звена,Участие в основ. деятельности,36.0,106810391
Транспорт,Служащий,Участие в основ. деятельности,24.0,106810392
Сельское хозяйство,Специалист,Участие в основ. деятельности,204.0,106810393
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,216.0,106810394
Другие сферы,Рабочий,Участие в основ. деятельности,24.0,106810395
Другие сферы,Рабочий,Вспомогательный техперсонал,12.0,106810396
,,,,106810397
Государственная служба,Специалист,Участие в основ. деятельности,12.0,106810398
Образование,Рабочий,Участие в основ. деятельности,120.0,106810399
,,,,106810400
Государственная служба,Служащий,Участие в основ. деятельности,60.0,106810401
Другие сферы,Служащий,Участие в основ. деятельности,36.0,106810402
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,240.0,106810403
Другие сферы,Специалист,Участие в основ. деятельности,36.0,106810404
Сборочные производства,Специалист,Участие в основ. деятельности,62.0,106810405
Торговля,Специалист,Участие в основ. деятельности,96.0,106810406
Транспорт,Руководитель низшего звена,"Бухгалтерия, финансы, планир.",72.0,106810407
Образование,Рабочий,Вспомогательный техперсонал,43.0,106810408
Коммунальное хоз-во/Дорожные службы,Рабочий,Вспомогательный техперсонал,72.0,106810409
Государственная служба,Специалист,Участие в основ. деятельности,24.0,106810410
,,,,106810411
Торговля,Специалист,Служба безопасности,24.0,106810412
Другие сферы,Высококвалифиц. специалист,Участие в основ. деятельности,120.0,106810413
Торговля,Рабочий,Участие в основ. деятельности,12.0,106810414
Здравоохранение,Специалист,Участие в основ. деятельности,156.0,106810415
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,180.0,106810416
Здравоохранение,Специалист,Вспомогательный техперсонал,420.0,106810417
Образование,Руководитель высшего звена,Участие в основ. деятельности,72.0,106810418
Здравоохранение,Специалист,Участие в основ. деятельности,180.0,106810419
,,,,106810420
Образование,Высококвалифиц. специалист,"Бухгалтерия, финансы, планир.",48.0,106810421
Торговля,Специалист,Участие в основ. деятельности,36.0,106810422
Государственная служба,Специалист,Участие в основ. деятельности,300.0,106810423
Государственная служба,Специалист,Участие в основ. деятельности,276.0,106810424
Государственная служба,Специалист,Участие в основ. деятельности,24.0,106810425
Торговля,Рабочий,"Бухгалтерия, финансы, планир.",29.0,106810426
,,,,106810427
Строительство,Рабочий,Участие в основ. деятельности,36.0,106810428
Развлечения/Искусство,Рабочий,Участие в основ. деятельности,120.0,106810429
Транспорт,Рабочий,Участие в основ. деятельности,36.0,106810430
Здравоохранение,Руководитель среднего звена,"Бухгалтерия, финансы, планир.",120.0,106810431
Другие сферы,Работник сферы услуг,Участие в основ. деятельности,36.0,106810432
Другие сферы,Специалист,Участие в основ. деятельности,240.0,106810433
Здравоохранение,Специалист,Участие в основ. деятельности,168.0,106810434
СМИ/Реклама/PR-агенства,Рабочий,Участие в основ. деятельности,72.0,106810435
Торговля,Специалист,Участие в основ. деятельности,60.0,106810436
Транспорт,Высококвалифиц. специалист,Участие в основ. деятельности,324.0,106810437
Государственная служба,Специалист,Участие в основ. деятельности,14.0,106810438
Другие сферы,Специалист,"Бухгалтерия, финансы, планир.",14.0,106810439
Другие сферы,Рабочий,Участие в основ. деятельности,3.0,106810440
Здравоохранение,Рабочий,Адм-хоз. и трансп. службы,72.0,106810441
Государственная служба,Специалист,Участие в основ. деятельности,72.0,106810442
Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,8.0,106810443
Образование,Специалист,Участие в основ. деятельности,252.0,106810444
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,19.0,106810445
Государственная служба,Специалист,Участие в основ. деятельности,42.0,106810446
,,,,106810447
Другие сферы,Специалист,Участие в основ. деятельности,36.0,106810448
Строительство,Специалист,Вспомогательный техперсонал,4.0,106810449
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,24.0,106810450
Транспорт,Партнер,Участие в основ. деятельности,24.0,106810451
Другие сферы,Специалист,Участие в основ. деятельности,72.0,106810452
Государственная служба,Специалист,Участие в основ. деятельности,14.0,106810453
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,24.0,106810454
Металлургия/Промышленность/Машиностроение,Руководитель среднего звена,Участие в основ. деятельности,156.0,106810455
Другие сферы,Специалист,Участие в основ. деятельности,72.0,106810456
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,18.0,106810457
Здравоохранение,Рабочий,Вспомогательный техперсонал,15.0,106810458
Образование,Специалист,Участие в основ. деятельности,120.0,106810459
Другие сферы,Специалист,Участие в основ. деятельности,17.0,106810460
Другие сферы,Рабочий,Участие в основ. деятельности,19.0,106810461
Торговля,Специалист,Участие в основ. деятельности,18.0,106810462
Другие сферы,Рабочий,Вспомогательный техперсонал,120.0,106810463
Другие сферы,Рабочий,Участие в основ. деятельности,40.0,106810464
Торговля,Служащий,Участие в основ. деятельности,24.0,106810465
Образование,Специалист,Участие в основ. деятельности,36.0,106810466
Строительство,Рабочий,Участие в основ. деятельности,6.0,106810467
,,,,106810468
,,,,106810469
Сельское хозяйство,Специалист,Участие в основ. деятельности,84.0,106810470
Транспорт,Специалист,Адм-хоз. и трансп. службы,7.0,106810471
Другие сферы,Специалист,Участие в основ. деятельности,6.0,106810472
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,30.0,106810473
Здравоохранение,Рабочий,Адм-хоз. и трансп. службы,11.0,106810474
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,30.0,106810475
Другие сферы,Служащий,Участие в основ. деятельности,120.0,106810476
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,96.0,106810477
,,,,106810478
Государственная служба,Руководитель высшего звена,Участие в основ. деятельности,192.0,106810479
Торговля,Специалист,Участие в основ. деятельности,48.0,106810480
Здравоохранение,Руководитель среднего звена,Участие в основ. деятельности,192.0,106810481
Металлургия/Промышленность/Машиностроение,Рабочий,Вспомогательный техперсонал,72.0,106810482
Металлургия/Промышленность/Машиностроение,Руководитель среднего звена,Участие в основ. деятельности,432.0,106810483
Транспорт,Специалист,Участие в основ. деятельности,60.0,106810484
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,156.0,106810485
,,,,106810486
Торговля,Рабочий,Участие в основ. деятельности,84.0,106810487
Торговля,Рабочий,Снабжение и сбыт,4.0,106810488
Металлургия/Промышленность/Машиностроение,Специалист,Вспомогательный техперсонал,120.0,106810489
Юридические услуги/нотариальные услуги,Специалист,Участие в основ. деятельности,72.0,106810490
Торговля,Рабочий,Участие в основ. деятельности,96.0,106810491
Другие сферы,Рабочий,Реклама и маркетинг,49.0,106810492
Государственная служба,Военнослужащий по контракту,Адм-хоз. и трансп. службы,216.0,106810493
Государственная служба,Специалист,Участие в основ. деятельности,144.0,106810494
,,,,106810495
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,192.0,106810496
Транспорт,Высококвалифиц. специалист,Участие в основ. деятельности,300.0,106810497
Государственная служба,Рабочий,Вспомогательный техперсонал,8.0,106810498
Сельское хозяйство,Специалист,Участие в основ. деятельности,30.0,106810499
,,,,106810500
Здравоохранение,Специалист,Участие в основ. деятельности,324.0,106810501
Наука,Специалист,Участие в основ. деятельности,60.0,106810502
Другие сферы,Специалист,Участие в основ. деятельности,36.0,106810503
Другие сферы,Специалист,Участие в основ. деятельности,24.0,106810504
Другие сферы,Специалист,Участие в основ. деятельности,12.0,106810505
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,96.0,106810506
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,30.0,106810507
Другие сферы,Специалист,Участие в основ. деятельности,18.0,106810508
Государственная служба,Военнослужащий по контракту,Участие в основ. деятельности,18.0,106810509
Энергетика,Рабочий,Участие в основ. деятельности,4.0,106810510
,,,,106810511
Другие сферы,Специалист,Участие в основ. деятельности,48.0,106810512
Металлургия/Промышленность/Машиностроение,Рабочий,Вспомогательный техперсонал,192.0,106810513
Транспорт,Рабочий,Участие в основ. деятельности,9.0,106810514
Образование,Руководитель высшего звена,Участие в основ. деятельности,25.0,106810515
Государственная служба,Служащий,Участие в основ. деятельности,72.0,106810516
Строительство,Руководитель высшего звена,"Бухгалтерия, финансы, планир.",12.0,106810517
Энергетика,Рабочий,Вспомогательный техперсонал,48.0,106810518
Сельское хозяйство,Руководитель среднего звена,Участие в основ. деятельности,24.0,106810519
Образование,Служащий,Вспомогательный техперсонал,144.0,106810520
Государственная служба,Специалист,Участие в основ. деятельности,30.0,106810521
Транспорт,Рабочий,Вспомогательный техперсонал,120.0,106810522
Государственная служба,Служащий,Участие в основ. деятельности,22.0,106810523
Энергетика,Специалист,Участие в основ. деятельности,6.0,106810524
Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,12.0,106810525
Здравоохранение,Специалист,Участие в основ. деятельности,6.0,106810526
Металлургия/Промышленность/Машиностроение,Руководитель среднего звена,Участие в основ. деятельности,26.0,106810527
Здравоохранение,Специалист,Участие в основ. деятельности,60.0,106810528
Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,108.0,106810529
ЧОП/Детективная д-ть,Служащий,Вспомогательный техперсонал,36.0,106810530
Коммунальное хоз-во/Дорожные службы,Высококвалифиц. специалист,"Бухгалтерия, финансы, планир.",120.0,106810531
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,240.0,106810532
Государственная служба,Специалист,Участие в основ. деятельности,48.0,106810533
Нефтегазовая промышленность,Рабочий,Участие в основ. деятельности,18.0,106810534
Транспорт,Специалист,Участие в основ. деятельности,120.0,106810535
Образование,Высококвалифиц. специалист,Участие в основ. деятельности,10.0,106810536
,,,,106810537
Сельское хозяйство,Рабочий,Участие в основ. деятельности,156.0,106810538
,,,,106810539
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,144.0,106810540
Государственная служба,Специалист,Участие в основ. деятельности,132.0,106810541
Торговля,Руководитель среднего звена,Снабжение и сбыт,24.0,106810542
Энергетика,Рабочий,Вспомогательный техперсонал,20.0,106810543
Транспорт,Рабочий,Участие в основ. деятельности,48.0,106810544
Сельское хозяйство,Служащий,Участие в основ. деятельности,108.0,106810545
Торговля,Специалист,Участие в основ. деятельности,84.0,106810546
Образование,Специалист,Участие в основ. деятельности,84.0,106810547
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,36.0,106810548
,,,,106810549
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,42.0,106810550
Нефтегазовая промышленность,Служащий,Участие в основ. деятельности,14.0,106810551
,,,,106810552
Другие сферы,Специалист,Участие в основ. деятельности,180.0,106810553
Образование,Специалист,Участие в основ. деятельности,336.0,106810554
Торговля,Специалист,Участие в основ. деятельности,156.0,106810555
Государственная служба,Служащий,Участие в основ. деятельности,24.0,106810556
,,,,106810557
Коммунальное хоз-во/Дорожные службы,Специалист,"Бухгалтерия, финансы, планир.",84.0,106810558
Сельское хозяйство,Специалист,Участие в основ. деятельности,72.0,106810559
Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,276.0,106810560
Государственная служба,Военнослужащий по контракту,Участие в основ. деятельности,72.0,106810561
Торговля,Работник сферы услуг,Адм-хоз. и трансп. службы,11.0,106810562
Другие сферы,Специалист,Служба безопасности,52.0,106810563
Энергетика,Специалист,Участие в основ. деятельности,5.0,106810564
Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,24.0,106810565
Торговля,Рабочий,Снабжение и сбыт,36.0,106810566
Наука,Работник сферы услуг,Участие в основ. деятельности,312.0,106810567
Строительство,Специалист,Участие в основ. деятельности,3.0,106810568
Строительство,Специалист,Участие в основ. деятельности,216.0,106810569
Образование,Руководитель низшего звена,Участие в основ. деятельности,372.0,106810570
Другие сферы,Специалист,Участие в основ. деятельности,300.0,106810571
Строительство,Рабочий,Участие в основ. деятельности,4.0,106810572
Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,120.0,106810573
,,,,106810574
Государственная служба,Рабочий,Участие в основ. деятельности,24.0,106810575
Здравоохранение,Служащий,Участие в основ. деятельности,12.0,106810576
Транспорт,Специалист,Участие в основ. деятельности,12.0,106810577
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,288.0,106810578
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,12.0,106810579
Другие сферы,Высококвалифиц. специалист,Участие в основ. деятельности,18.0,106810580
Строительство,Рабочий,Участие в основ. деятельности,24.0,106810581
Образование,Руководитель высшего звена,"Бухгалтерия, финансы, планир.",60.0,106810582
Сельское хозяйство,Рабочий,Вспомогательный техперсонал,48.0,106810583
Строительство,Специалист,"Бухгалтерия, финансы, планир.",24.0,106810584
Торговля,Руководитель высшего звена,Участие в основ. деятельности,24.0,106810585
Строительство,Специалист,Участие в основ. деятельности,12.0,106810586
Строительство,Рабочий,Участие в основ. деятельности,24.0,106810587
Другие сферы,Служащий,Вспомогательный техперсонал,3.0,106810588
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,120.0,106810589
,,,,106810590
Металлургия/Промышленность/Машиностроение,Высококвалифиц. специалист,Участие в основ. деятельности,6.0,106810591
,,,,106810592
Другие сферы,Рабочий,Участие в основ. деятельности,12.0,106810593
Металлургия/Промышленность/Машиностроение,Рабочий,Вспомогательный техперсонал,96.0,106810594
Металлургия/Промышленность/Машиностроение,Высококвалифиц. специалист,Участие в основ. деятельности,46.0,106810595
Здравоохранение,Специалист,Участие в основ. деятельности,60.0,106810596
Туризм,Специалист,Участие в основ. деятельности,84.0,106810597
Нефтегазовая промышленность,Рабочий,Участие в основ. деятельности,28.0,106810598
Торговля,Специалист,Снабжение и сбыт,12.0,106810599
Здравоохранение,Специалист,Участие в основ. деятельности,60.0,106810600
Металлургия/Промышленность/Машиностроение,Специалист,Адм-хоз. и трансп. службы,24.0,106810601
Другие сферы,Специалист,Участие в основ. деятельности,24.0,106810602
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,24.0,106810603
,,,,106810604
Торговля,Руководитель среднего звена,Участие в основ. деятельности,60.0,106810605
Торговля,Работник сферы услуг,Участие в основ. деятельности,48.0,106810606
Государственная служба,Специалист,Вспомогательный техперсонал,48.0,106810607
Другие сферы,Рабочий,Участие в основ. деятельности,7.0,106810608
Коммунальное хоз-во/Дорожные службы,Рабочий,Вспомогательный техперсонал,36.0,106810609
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,36.0,106810610
Торговля,Специалист,Участие в основ. деятельности,60.0,106810611
Другие сферы,Специалист,Участие в основ. деятельности,12.0,106810612
Строительство,Специалист,Участие в основ. деятельности,84.0,106810613
Другие сферы,Специалист,Участие в основ. деятельности,6.0,106810614
Нефтегазовая промышленность,Руководитель среднего звена,Участие в основ. деятельности,180.0,106810615
Строительство,Высококвалифиц. специалист,Участие в основ. деятельности,288.0,106810616
Строительство,Партнер,Участие в основ. деятельности,120.0,106810617
Строительство,Рабочий,Участие в основ. деятельности,12.0,106810618
Строительство,Специалист,Участие в основ. деятельности,24.0,106810619
Другие сферы,Рабочий,Участие в основ. деятельности,240.0,106810620
Торговля,Специалист,Участие в основ. деятельности,14.0,106810621
Здравоохранение,Специалист,Участие в основ. деятельности,120.0,106810622
,,,,106810623
Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,10.0,106810624
,,,,106810625
Наука,Рабочий,Вспомогательный техперсонал,300.0,106810626
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,60.0,106810627
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,24.0,106810628
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,72.0,106810629
Торговля,Рабочий,Вспомогательный техперсонал,60.0,106810630
Торговля,Специалист,Участие в основ. деятельности,36.0,106810631
Торговля,Служащий,Участие в основ. деятельности,3.0,106810632
Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,48.0,106810633
Строительство,Индивидуальный предприниматель,Участие в основ. деятельности,36.0,106810634
Строительство,Специалист,Участие в основ. деятельности,158.0,106810635
Образование,Высококвалифиц. специалист,Участие в основ. деятельности,120.0,106810636
Государственная служба,Рабочий,Участие в основ. деятельности,36.0,106810637
Сельское хозяйство,Специалист,Участие в основ. деятельности,24.0,106810638
Сельское хозяйство,Рабочий,Участие в основ. деятельности,264.0,106810639
Другие сферы,Рабочий,Вспомогательный техперсонал,60.0,106810640
Наука,Рабочий,Участие в основ. деятельности,180.0,106810641
Металлургия/Промышленность/Машиностроение,Специалист,Адм-хоз. и трансп. службы,48.0,106810642
Транспорт,Другое,Участие в основ. деятельности,6.0,106810643
,,,,106810644
Энергетика,Специалист,Участие в основ. деятельности,9.0,106810645
Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,204.0,106810646
Другие сферы,Специалист,Участие в основ. деятельности,360.0,106810647
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,36.0,106810648
Другие сферы,Высококвалифиц. специалист,Участие в основ. деятельности,204.0,106810649
Другие сферы,Специалист,Участие в основ. деятельности,12.0,106810650
Торговля,Рабочий,Участие в основ. деятельности,140.0,106810651
Сельское хозяйство,Рабочий,Вспомогательный техперсонал,240.0,106810652
Коммунальное хоз-во/Дорожные службы,Рабочий,Вспомогательный техперсонал,12.0,106810653
